2017-05-12 12:37:15.373361 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populating workers...
2017-05-12 12:37:15.373831 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] Populated
2017-05-12 12:38:29.839195 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training started
2017-05-12 12:38:31.911284 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #0 | Training finished
2017-05-12 12:38:31.911878 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training started
2017-05-12 12:38:33.630274 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #1 | Training finished
2017-05-12 12:38:33.630862 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training started
2017-05-12 12:38:35.337874 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #2 | Training finished
2017-05-12 12:38:35.338446 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training started
2017-05-12 12:38:36.840733 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #3 | Training finished
2017-05-12 12:38:37.153285 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training started
2017-05-12 12:38:38.811199 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #4 | Training finished
2017-05-12 12:38:38.811788 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training started
2017-05-12 12:38:40.141480 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #5 | Training finished
2017-05-12 12:38:40.141855 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training started
2017-05-12 12:38:41.416658 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #6 | Training finished
2017-05-12 12:38:41.417167 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training started
2017-05-12 12:38:42.865933 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #7 | Training finished
2017-05-12 12:38:42.866490 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training started
2017-05-12 12:38:44.615763 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #8 | Training finished
2017-05-12 12:38:44.616201 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training started
2017-05-12 12:38:46.213566 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Training finished
2017-05-12 12:38:46.214033 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #9 | Collecting samples for evaluation
2017-05-12 12:39:04.170403 EDT | -----------------------  ------------
2017-05-12 13:40:19.190327 EDT | MinReturn                110.391
2017-05-12 13:40:19.190650 EDT | AverageEsReturn           97.5786
2017-05-12 13:40:19.190972 EDT | StdEsReturn               80.4201
2017-05-12 13:40:19.191295 EDT | MaxEsReturn              271.076
2017-05-12 13:40:19.191615 EDT | MinEsReturn                8.97062
2017-05-12 13:40:19.191935 EDT | AverageDiscountedReturn   87.2526
2017-05-12 13:40:19.192253 EDT | AverageQLoss               0.00605993
2017-05-12 13:40:19.192573 EDT | AveragePolicySurr         -0.990019
2017-05-12 13:40:19.192892 EDT | AverageQ                   0.952253
2017-05-12 13:40:19.193210 EDT | AverageAbsQ                0.954973
2017-05-12 13:40:19.193530 EDT | AverageY                   0.952241
2017-05-12 13:40:19.193863 EDT | AverageAbsY                0.952992
2017-05-12 13:40:19.194183 EDT | AverageAbsQYDiff           0.0318167
2017-05-12 13:40:19.194503 EDT | AverageAction              0.878664
2017-05-12 13:40:19.194825 EDT | PolicyRegParamNorm        26.7917
2017-05-12 13:40:19.195141 EDT | QFunRegParamNorm          35.3558
2017-05-12 13:40:19.195458 EDT | AverageForwardProgress     0.875191
2017-05-12 13:40:19.195774 EDT | MaxForwardProgress         1.28964
2017-05-12 13:40:19.196092 EDT | MinForwardProgress         0.450086
2017-05-12 13:40:19.196449 EDT | StdForwardProgress         0.110318
2017-05-12 13:40:19.196770 EDT | -----------------------  ------------
2017-05-12 13:40:19.197254 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #134 | Training started
2017-05-12 13:40:35.084101 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #134 | Training finished
2017-05-12 13:40:35.087736 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #134 | Collecting samples for evaluation
2017-05-12 13:40:54.952403 EDT | -----------------------  -----------
2017-05-12 13:40:54.953573 EDT | Epoch                    134
2017-05-12 13:40:54.954048 EDT | AverageReturn            201.092
2017-05-12 13:40:54.954458 EDT | StdReturn                 73.6672
2017-05-12 13:40:54.954846 EDT | MaxReturn                306.957
2017-05-12 13:40:54.955230 EDT | MinReturn                106.973
2017-05-12 13:40:54.955606 EDT | AverageEsReturn           79.7077
2017-05-12 13:40:54.955982 EDT | StdEsReturn               67.0446
2017-05-12 13:40:54.956358 EDT | MaxEsReturn              258.417
2017-05-12 13:40:54.956732 EDT | MinEsReturn                6.20371
2017-05-12 13:40:54.957105 EDT | AverageDiscountedReturn   97.8361
2017-05-12 13:40:54.957479 EDT | AverageQLoss               0.0061165
2017-05-12 13:40:54.957863 EDT | AveragePolicySurr         -0.991659
2017-05-12 13:40:54.958236 EDT | AverageQ                   0.952805
2017-05-12 13:40:54.958606 EDT | AverageAbsQ                0.955585
2017-05-12 13:40:54.958979 EDT | AverageY                   0.952896
2017-05-12 13:40:54.959350 EDT | AverageAbsY                0.953765
2017-05-12 13:40:54.959732 EDT | AverageAbsQYDiff           0.0314248
2017-05-12 13:40:54.960165 EDT | AverageAction              0.878215
2017-05-12 13:40:54.960600 EDT | PolicyRegParamNorm        26.8349
2017-05-12 13:40:54.961029 EDT | QFunRegParamNorm          35.4853
2017-05-12 13:40:54.961456 EDT | AverageForwardProgress     0.935255
2017-05-12 13:40:54.961899 EDT | MaxForwardProgress         1.71725
2017-05-12 13:40:54.962325 EDT | MinForwardProgress         0.451564
2017-05-12 13:40:54.962754 EDT | StdForwardProgress         0.234524
2017-05-12 13:40:54.963161 EDT | -----------------------  -----------
2017-05-12 13:40:54.963734 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #135 | Training started
2017-05-12 13:41:09.015545 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #135 | Training finished
2017-05-12 13:41:09.021830 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #135 | Collecting samples for evaluation
2017-05-12 13:41:28.042327 EDT | -----------------------  ------------
2017-05-12 13:41:28.202439 EDT | Epoch                    135
2017-05-12 13:41:28.202828 EDT | AverageReturn            125.692
2017-05-12 13:41:28.203085 EDT | StdReturn                 22.6077
2017-05-12 13:41:28.203335 EDT | MaxReturn                211.317
2017-05-12 13:41:28.203582 EDT | MinReturn                 92.7436
2017-05-12 13:41:28.203830 EDT | AverageEsReturn           98.5352
2017-05-12 13:41:28.204074 EDT | StdEsReturn               68.4475
2017-05-12 13:41:28.204317 EDT | MaxEsReturn              200.981
2017-05-12 13:41:28.204559 EDT | MinEsReturn                7.03758
2017-05-12 13:41:28.204801 EDT | AverageDiscountedReturn   87.3073
2017-05-12 13:41:28.205043 EDT | AverageQLoss               0.00615133
2017-05-12 13:41:28.205286 EDT | AveragePolicySurr         -0.995562
2017-05-12 13:41:28.205525 EDT | AverageQ                   0.957353
2017-05-12 13:41:28.205782 EDT | AverageAbsQ                0.960033
2017-05-12 13:41:28.206022 EDT | AverageY                   0.957432
2017-05-12 13:41:28.206262 EDT | AverageAbsY                0.958281
2017-05-12 13:41:28.206501 EDT | AverageAbsQYDiff           0.0317764
2017-05-12 13:41:28.206740 EDT | AverageAction              0.838293
2017-05-12 13:41:28.206985 EDT | PolicyRegParamNorm        26.8753
2017-05-12 13:41:28.207225 EDT | QFunRegParamNorm          35.6157
2017-05-12 13:41:28.207464 EDT | AverageForwardProgress     1.16118
2017-05-12 13:41:28.207704 EDT | MaxForwardProgress         2.22333
2017-05-12 13:41:28.207943 EDT | MinForwardProgress         0.77078
2017-05-12 13:41:28.208182 EDT | StdForwardProgress         0.294127
2017-05-12 13:41:28.208421 EDT | -----------------------  ------------
2017-05-12 13:41:28.208834 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #136 | Training started
2017-05-12 13:41:42.358099 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #136 | Training finished
2017-05-12 13:41:42.805347 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #136 | Collecting samples for evaluation
2017-05-12 13:42:01.826940 EDT | -----------------------  ------------
2017-05-12 13:42:01.981687 EDT | Epoch                    136
2017-05-12 13:42:01.982271 EDT | AverageReturn            111.928
2017-05-12 13:42:01.982623 EDT | StdReturn                  9.77828
2017-05-12 13:42:01.982969 EDT | MaxReturn                158.092
2017-05-12 13:42:01.983301 EDT | MinReturn                 96.4498
2017-05-12 13:42:01.983735 EDT | AverageEsReturn           77.821
2017-05-12 13:42:01.984134 EDT | StdEsReturn               56.6737
2017-05-12 13:42:01.984536 EDT | MaxEsReturn              192.487
2017-05-12 13:42:01.984934 EDT | MinEsReturn                4.55485
2017-05-12 13:42:01.985313 EDT | AverageDiscountedReturn   79.071
2017-05-12 13:42:01.985713 EDT | AverageQLoss               0.00589572
2017-05-12 13:42:01.986112 EDT | AveragePolicySurr         -0.996204
2017-05-12 13:42:01.986542 EDT | AverageQ                   0.958397
2017-05-12 13:42:01.986921 EDT | AverageAbsQ                0.961336
2017-05-12 13:42:01.987270 EDT | AverageY                   0.958444
2017-05-12 13:42:01.987655 EDT | AverageAbsY                0.959469
2017-05-12 13:42:01.988037 EDT | AverageAbsQYDiff           0.0308608
2017-05-12 13:42:01.988428 EDT | AverageAction              0.894303
2017-05-12 13:42:01.988795 EDT | PolicyRegParamNorm        26.8899
2017-05-12 13:42:01.989146 EDT | QFunRegParamNorm          35.7235
2017-05-12 13:42:01.989466 EDT | AverageForwardProgress     0.908347
2017-05-12 13:42:01.989975 EDT | MaxForwardProgress         1.48724
2017-05-12 13:42:01.990408 EDT | MinForwardProgress         0.720881
2017-05-12 13:42:01.990845 EDT | StdForwardProgress         0.105951
2017-05-12 13:42:01.991256 EDT | -----------------------  ------------
2017-05-12 13:42:01.991777 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #137 | Training started
2017-05-12 13:42:15.647767 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #137 | Training finished
2017-05-12 13:42:16.012565 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #137 | Collecting samples for evaluation
2017-05-12 13:42:40.858365 EDT | -----------------------  ------------
2017-05-12 13:42:40.866062 EDT | Epoch                    137
2017-05-12 13:42:40.866545 EDT | AverageReturn            120.895
2017-05-12 13:42:40.866892 EDT | StdReturn                 10.4184
2017-05-12 13:42:40.867229 EDT | MaxReturn                154.485
2017-05-12 13:42:40.867561 EDT | MinReturn                105.882
2017-05-12 13:42:40.867894 EDT | AverageEsReturn          100.118
2017-05-12 13:42:40.868230 EDT | StdEsReturn               53.6067
2017-05-12 13:42:40.868560 EDT | MaxEsReturn              204.99
2017-05-12 13:42:40.868890 EDT | MinEsReturn               12.5246
2017-05-12 13:42:40.869221 EDT | AverageDiscountedReturn   81.794
2017-05-12 13:42:40.869550 EDT | AverageQLoss               0.00609945
2017-05-12 13:42:40.869912 EDT | AveragePolicySurr         -1.00124
2017-05-12 13:42:40.870242 EDT | AverageQ                   0.963349
2017-05-12 13:42:40.870570 EDT | AverageAbsQ                0.966087
2017-05-12 13:42:40.870896 EDT | AverageY                   0.963296
2017-05-12 13:42:40.871220 EDT | AverageAbsY                0.964211
2017-05-12 13:42:40.871550 EDT | AverageAbsQYDiff           0.0309041
2017-05-12 13:42:40.871876 EDT | AverageAction              0.849544
2017-05-12 13:42:40.872198 EDT | PolicyRegParamNorm        26.9327
2017-05-12 13:42:40.872522 EDT | QFunRegParamNorm          35.8274
2017-05-12 13:42:40.872846 EDT | AverageForwardProgress     0.897948
2017-05-12 13:42:40.873170 EDT | MaxForwardProgress         1.26028
2017-05-12 13:42:40.873497 EDT | MinForwardProgress         0.768746
2017-05-12 13:42:40.873854 EDT | StdForwardProgress         0.0881163
2017-05-12 13:42:40.874181 EDT | -----------------------  ------------
2017-05-12 13:42:40.874703 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #138 | Training started
2017-05-12 13:42:53.809205 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #138 | Training finished
2017-05-12 13:42:53.897423 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #138 | Collecting samples for evaluation
2017-05-12 13:43:09.868858 EDT | -----------------------  ------------
2017-05-12 13:43:10.035418 EDT | Epoch                    138
2017-05-12 13:43:10.036017 EDT | AverageReturn            117.582
2017-05-12 13:43:10.036499 EDT | StdReturn                 19.1031
2017-05-12 13:43:10.036892 EDT | MaxReturn                227.582
2017-05-12 13:43:10.037327 EDT | MinReturn                 93.0582
2017-05-12 13:43:10.042177 EDT | AverageEsReturn          118.565
2017-05-12 13:43:10.042675 EDT | StdEsReturn              100.054
2017-05-12 13:43:10.043104 EDT | MaxEsReturn              366.352
2017-05-12 13:43:10.043543 EDT | MinEsReturn               19.6622
2017-05-12 13:43:10.043979 EDT | AverageDiscountedReturn   82.7905
2017-05-12 13:43:10.044419 EDT | AverageQLoss               0.00638211
2017-05-12 13:43:10.044855 EDT | AveragePolicySurr         -0.999648
2017-05-12 13:43:10.045290 EDT | AverageQ                   0.962209
2017-05-12 13:43:10.045755 EDT | AverageAbsQ                0.964939
2017-05-12 13:43:10.046190 EDT | AverageY                   0.962276
2017-05-12 13:43:10.046620 EDT | AverageAbsY                0.963063
2017-05-12 13:43:10.047051 EDT | AverageAbsQYDiff           0.0314056
2017-05-12 13:43:10.047484 EDT | AverageAction              0.850251
2017-05-12 13:43:10.047917 EDT | PolicyRegParamNorm        26.9783
2017-05-12 13:43:10.048348 EDT | QFunRegParamNorm          35.9633
2017-05-12 13:43:10.048786 EDT | AverageForwardProgress     1.03222
2017-05-12 13:43:10.052183 EDT | MaxForwardProgress         2.21441
2017-05-12 13:43:10.052688 EDT | MinForwardProgress         0.760195
2017-05-12 13:43:10.053129 EDT | StdForwardProgress         0.21987
2017-05-12 13:43:10.053566 EDT | -----------------------  ------------
2017-05-12 13:43:10.054239 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #139 | Training started
2017-05-12 13:43:22.414313 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #139 | Training finished
2017-05-12 13:43:22.785085 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #139 | Collecting samples for evaluation
2017-05-12 13:43:39.904700 EDT | -----------------------  ------------
2017-05-12 13:43:40.003530 EDT | Epoch                    139
2017-05-12 13:43:40.004071 EDT | AverageReturn            153.445
2017-05-12 13:43:40.004410 EDT | StdReturn                 38.2974
2017-05-12 13:43:40.004740 EDT | MaxReturn                251.743
2017-05-12 13:43:40.005064 EDT | MinReturn                 89.2209
2017-05-12 13:43:40.005390 EDT | AverageEsReturn          101.061
2017-05-12 13:43:40.005728 EDT | StdEsReturn               71.6274
2017-05-12 13:43:40.006058 EDT | MaxEsReturn              293.099
2017-05-12 13:43:40.006377 EDT | MinEsReturn                4.33593
2017-05-12 13:43:40.006698 EDT | AverageDiscountedReturn  100.964
2017-05-12 13:43:40.007016 EDT | AverageQLoss               0.00634138
2017-05-12 13:43:40.007336 EDT | AveragePolicySurr         -1.00351
2017-05-12 13:43:40.007653 EDT | AverageQ                   0.967181
2017-05-12 13:43:40.007968 EDT | AverageAbsQ                0.97002
2017-05-12 13:43:40.008283 EDT | AverageY                   0.967341
2017-05-12 13:43:40.008596 EDT | AverageAbsY                0.968301
2017-05-12 13:43:40.008909 EDT | AverageAbsQYDiff           0.0312427
2017-05-12 13:43:40.009354 EDT | AverageAction              0.865995
2017-05-12 13:43:40.009674 EDT | PolicyRegParamNorm        27.0226
2017-05-12 13:43:40.010003 EDT | QFunRegParamNorm          36.0785
2017-05-12 13:43:40.010319 EDT | AverageForwardProgress     1.50256
2017-05-12 13:43:40.010633 EDT | MaxForwardProgress         2.66114
2017-05-12 13:43:40.010946 EDT | MinForwardProgress         0.779028
2017-05-12 13:43:40.011258 EDT | StdForwardProgress         0.441598
2017-05-12 13:43:40.011570 EDT | -----------------------  ------------
2017-05-12 13:43:40.012053 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #140 | Training started
2017-05-12 13:43:52.282096 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #140 | Training finished
2017-05-12 13:43:52.473870 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #140 | Collecting samples for evaluation
2017-05-12 13:44:11.397009 EDT | -----------------------  ------------
2017-05-12 13:44:11.397889 EDT | Epoch                    140
2017-05-12 13:44:11.398351 EDT | AverageReturn            156.372
2017-05-12 13:44:11.398796 EDT | StdReturn                 49.055
2017-05-12 13:44:11.399235 EDT | MaxReturn                302.722
2017-05-12 13:44:11.399671 EDT | MinReturn                102.025
2017-05-12 13:44:11.400106 EDT | AverageEsReturn          111.562
2017-05-12 13:44:11.400535 EDT | StdEsReturn               81.7454
2017-05-12 13:44:11.400967 EDT | MaxEsReturn              282.346
2017-05-12 13:44:11.401397 EDT | MinEsReturn                7.20674
2017-05-12 13:44:11.402595 EDT | AverageDiscountedReturn   91.6555
2017-05-12 13:44:11.403065 EDT | AverageQLoss               0.00582209
2017-05-12 13:44:11.403505 EDT | AveragePolicySurr         -1.00673
2017-05-12 13:44:11.403938 EDT | AverageQ                   0.969829
2017-05-12 13:44:11.404373 EDT | AverageAbsQ                0.97262
2017-05-12 13:44:11.404805 EDT | AverageY                   0.969887
2017-05-12 13:44:11.405232 EDT | AverageAbsY                0.970722
2017-05-12 13:44:11.405661 EDT | AverageAbsQYDiff           0.0298686
2017-05-12 13:44:11.406107 EDT | AverageAction              0.872602
2017-05-12 13:44:11.406549 EDT | PolicyRegParamNorm        27.0724
2017-05-12 13:44:11.406981 EDT | QFunRegParamNorm          36.1728
2017-05-12 13:44:11.407415 EDT | AverageForwardProgress     1.05517
2017-05-12 13:44:11.407846 EDT | MaxForwardProgress         2.12393
2017-05-12 13:44:11.408271 EDT | MinForwardProgress         0.783784
2017-05-12 13:44:11.408696 EDT | StdForwardProgress         0.215746
2017-05-12 13:44:11.409122 EDT | -----------------------  ------------
2017-05-12 13:44:11.413984 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #141 | Training started
2017-05-12 13:44:25.449272 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #141 | Training finished
2017-05-12 13:44:25.793107 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #141 | Collecting samples for evaluation
2017-05-12 13:44:45.612986 EDT | -----------------------  ------------
2017-05-12 13:44:45.767596 EDT | Epoch                    141
2017-05-12 13:44:45.767971 EDT | AverageReturn            154.686
2017-05-12 13:44:45.768226 EDT | StdReturn                 48.8694
2017-05-12 13:44:45.768474 EDT | MaxReturn                303.794
2017-05-12 13:44:45.768729 EDT | MinReturn                103.766
2017-05-12 13:44:45.768973 EDT | AverageEsReturn           79.6842
2017-05-12 13:44:45.769216 EDT | StdEsReturn               70.9546
2017-05-12 13:44:45.769456 EDT | MaxEsReturn              255.374
2017-05-12 13:44:45.769703 EDT | MinEsReturn                5.33221
2017-05-12 13:44:45.769959 EDT | AverageDiscountedReturn   90.944
2017-05-12 13:44:45.770202 EDT | AverageQLoss               0.00614567
2017-05-12 13:44:45.770443 EDT | AveragePolicySurr         -1.00798
2017-05-12 13:44:45.770681 EDT | AverageQ                   0.969785
2017-05-12 13:44:45.770922 EDT | AverageAbsQ                0.972624
2017-05-12 13:44:45.771160 EDT | AverageY                   0.969849
2017-05-12 13:44:45.771399 EDT | AverageAbsY                0.971006
2017-05-12 13:44:45.771638 EDT | AverageAbsQYDiff           0.0308641
2017-05-12 13:44:45.771876 EDT | AverageAction              0.84082
2017-05-12 13:44:45.772114 EDT | PolicyRegParamNorm        27.1076
2017-05-12 13:44:45.772351 EDT | QFunRegParamNorm          36.3031
2017-05-12 13:44:45.772589 EDT | AverageForwardProgress     0.965948
2017-05-12 13:44:45.772826 EDT | MaxForwardProgress         1.7911
2017-05-12 13:44:45.773065 EDT | MinForwardProgress         0.680232
2017-05-12 13:44:45.773303 EDT | StdForwardProgress         0.202263
2017-05-12 13:44:45.773540 EDT | -----------------------  ------------
2017-05-12 13:44:45.773957 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #142 | Training started
2017-05-12 13:45:00.292323 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #142 | Training finished
2017-05-12 13:45:00.641017 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #142 | Collecting samples for evaluation
2017-05-12 13:45:18.480696 EDT | -----------------------  ------------
2017-05-12 13:45:18.481943 EDT | Epoch                    142
2017-05-12 13:45:18.482319 EDT | AverageReturn            135.592
2017-05-12 13:45:18.482657 EDT | StdReturn                 35.922
2017-05-12 13:45:18.482989 EDT | MaxReturn                311.073
2017-05-12 13:45:18.483325 EDT | MinReturn                 99.0563
2017-05-12 13:45:18.483646 EDT | AverageEsReturn           82.8449
2017-05-12 13:45:18.483964 EDT | StdEsReturn               90.8349
2017-05-12 13:45:18.484319 EDT | MaxEsReturn              309.176
2017-05-12 13:45:18.484638 EDT | MinEsReturn                6.09546
2017-05-12 13:45:18.484957 EDT | AverageDiscountedReturn   88.2949
2017-05-12 13:45:18.485274 EDT | AverageQLoss               0.00596607
2017-05-12 13:45:18.485591 EDT | AveragePolicySurr         -1.00975
2017-05-12 13:45:18.485922 EDT | AverageQ                   0.971703
2017-05-12 13:45:18.486238 EDT | AverageAbsQ                0.974719
2017-05-12 13:45:18.486553 EDT | AverageY                   0.97177
2017-05-12 13:45:18.486868 EDT | AverageAbsY                0.972904
2017-05-12 13:45:18.487218 EDT | AverageAbsQYDiff           0.0305719
2017-05-12 13:45:18.487534 EDT | AverageAction              0.840028
2017-05-12 13:45:18.487848 EDT | PolicyRegParamNorm        27.1526
2017-05-12 13:45:18.488159 EDT | QFunRegParamNorm          36.4185
2017-05-12 13:45:18.488470 EDT | AverageForwardProgress     1.08232
2017-05-12 13:45:18.488783 EDT | MaxForwardProgress         2.1719
2017-05-12 13:45:18.489094 EDT | MinForwardProgress         0.717777
2017-05-12 13:45:18.489432 EDT | StdForwardProgress         0.26949
2017-05-12 13:45:18.489690 EDT | -----------------------  ------------
2017-05-12 13:45:18.490102 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #143 | Training started
2017-05-12 13:45:32.347483 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #143 | Training finished
2017-05-12 13:45:32.695147 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #143 | Collecting samples for evaluation
2017-05-12 13:45:51.141975 EDT | -----------------------  ------------
2017-05-12 13:45:51.145209 EDT | Epoch                    143
2017-05-12 13:45:51.145759 EDT | AverageReturn            131.428
2017-05-12 13:45:51.146755 EDT | StdReturn                 41.2314
2017-05-12 13:45:51.147481 EDT | MaxReturn                311.893
2017-05-12 13:45:51.148221 EDT | MinReturn                 98.7119
2017-05-12 13:45:51.149170 EDT | AverageEsReturn           71.7819
2017-05-12 13:45:51.152351 EDT | StdEsReturn               51.6089
2017-05-12 13:45:51.153412 EDT | MaxEsReturn              181.701
2017-05-12 13:45:51.160833 EDT | MinEsReturn                4.61405
2017-05-12 13:45:51.161178 EDT | AverageDiscountedReturn   83.736
2017-05-12 13:45:51.161438 EDT | AverageQLoss               0.00590054
2017-05-12 13:45:51.161703 EDT | AveragePolicySurr         -1.01708
2017-05-12 13:45:51.161982 EDT | AverageQ                   0.977411
2017-05-12 13:45:51.162235 EDT | AverageAbsQ                0.980262
2017-05-12 13:45:51.162486 EDT | AverageY                   0.977407
2017-05-12 13:45:51.162744 EDT | AverageAbsY                0.978459
2017-05-12 13:45:51.163028 EDT | AverageAbsQYDiff           0.0303316
2017-05-12 13:45:51.163288 EDT | AverageAction              0.822643
2017-05-12 13:45:51.164006 EDT | PolicyRegParamNorm        27.2037
2017-05-12 13:45:51.165998 EDT | QFunRegParamNorm          36.5239
2017-05-12 13:45:51.166530 EDT | AverageForwardProgress     0.891929
2017-05-12 13:45:51.167261 EDT | MaxForwardProgress         1.69578
2017-05-12 13:45:51.168323 EDT | MinForwardProgress         0.522498
2017-05-12 13:45:51.169225 EDT | StdForwardProgress         0.160655
2017-05-12 13:45:51.181888 EDT | -----------------------  ------------
2017-05-12 13:45:51.194082 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #144 | Training started
2017-05-12 13:46:05.792570 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #144 | Training finished
2017-05-12 13:46:05.794239 EDT | [Paper_Final_Averaged_DDPG/DDPG_Hopper/Experiment_0] epoch #144 | Collecting samples for evaluation
2017-05-12 13:46:23.251451 EDT | -----------------------  -----------
2017-05-12 13:46:23.252282 EDT | Epoch                    144
2017-05-12 13:46:23.252625 EDT | AverageReturn            115.836
2017-05-12 13:46:23.252992 EDT | StdReturn                 27.3418
2017-05-12 13:46:23.253391 EDT | MaxReturn                300.811
2017-05-12 13:46:23.253798 EDT | MinReturn                 93.9971
2017-05-12 13:46:23.254183 EDT | AverageEsReturn           72.7181
2017-05-12 13:46:23.254521 EDT | StdEsReturn               58.0676
2017-05-12 13:46:23.254840 EDT | MaxEsReturn              219.816
2017-05-12 13:46:23.255157 EDT | MinEsReturn                4.91667
2017-05-12 13:46:23.255477 EDT | AverageDiscountedReturn   80.018
2017-05-12 13:46:23.255786 EDT | AverageQLoss               0.0060951
2017-05-12 13:46:23.256097 EDT | AveragePolicySurr         -1.02102
2017-05-12 13:46:23.256403 EDT | AverageQ                   0.982831
2017-05-12 13:46:23.256722 EDT | AverageAbsQ                0.985845
2017-05-12 13:46:23.257040 EDT | AverageY                   0.982917
2017-05-12 13:46:23.257347 EDT | AverageAbsY                0.983915
2017-05-12 13:46:23.257654 EDT | AverageAbsQYDiff           0.0307248
2017-05-12 13:46:23.257994 EDT | AverageAction              0.883298
2017-05-12 13:46:23.258308 EDT | PolicyRegParamNorm        27.2447
2017-05-12 13:46:23.258613 EDT | QFunRegParamNorm          36.6222
2017-05-12 13:46:23.259183 EDT | AverageForwardProgress     0.901729
2017-05-12 13:46:23.259511 EDT | MaxForwardProgress         1.48085
2017-05-12 13:46:23.259825 EDT | MinForwardProgress         0.678846
2017-05-12 13:46:23.260134 EDT | StdForwardProgress         0.158492
